Site,Longitude,Latitude,C14Age,C14Error,AgeCalBP,LabID,Database,Reference,Comment
Skhirat (Rouazi),-7.0833,33.8333,7710,180,8536,Ly-4097,MedAfriCarbon (Lucarini et al. 2020),"Lucarini, G., Wilkinson, T., Crema, E. R., Palombini, A., Bevan, A., & Broodbank, C. (2020). The MedAfriCarbon Radiocarbon Database and Web Application. Archaeological Dynamics in Mediterranean Africa, ca. 9600–700 BC. Journal of Open Archaeology Data, 8. https://doi.org/10.5334/joad.60",Neolithic (Africa)
Erbaba,31.683,37.765,7730,120,8531,I-5151,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Kleinsorheim,10.62,48.8,7730,120,8531,UtC-1840,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Huxi,105.6756599,34.8591799,7740,30,8516,BA30136,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza
Porce Valley (La Morena),-75.6,6.25,7730,170,8515,Beta-205296,,"Santos Vecino, G., Monsalve Marín, C. A., & Correa Salas, L. V. (2015). Alteration of tropical forest vegetation from the Pleistocene–Holocene transition and plant cultivation from the end of early Holocene through Middle Holocene in Northwest Colombia. Quaternary international, 363, 28-42.","Zea mays, Phaseolus spp."
Khuzma as-Shumlya,49.6667,16.0833,7723,87,8507,AA-38548,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Cuka,21.47,41.27,7680,160,8496,,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Baligang,112.282102249305,33.0450517073835,7710,25,8486,BA111571,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Oryza sativa
Sidari,19.73,39.78,7670,120,8474,GXO-771,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Xiaohuangshan,121.1238014,22.8242659,,,8450,,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza
Hoca Cesme,26.1167,40.7,7637,43,8424,Bln-4609,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Anza,22,41.7,7560,70,8364,LJ-2519,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Mentese,29.5167,40.267,7550,50,8362,GrN-25819,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Praia di Mare,17.2336,40.4236,7555,85,8355,R-285,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Shagra A,51.3947,24.8272,7520,90,8317,Gif-5938,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Monte Oscuro,-79.5,9,,,8311, Beta-74292 ,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Shomu,45.265,41.3228,7510,70,8311,LE-629,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Aïn Naga,3.4833,34.35,7500,220,8303,Gif-1221,MedAfriCarbon (Lucarini et al. 2020),"Lucarini, G., Wilkinson, T., Crema, E. R., Palombini, A., Bevan, A., & Broodbank, C. (2020). The MedAfriCarbon Radiocarbon Database and Web Application. Archaeological Dynamics in Mediterranean Africa, ca. 9600–700 BC. Journal of Open Archaeology Data, 8. https://doi.org/10.5334/joad.60",Neolithic (Africa)
Sawwan I,43.833,34.167,7456,73,8267,P-855,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Caye Coco (Freshwater Creek),-88.46,18.25,7415,20,8264,UCIAMS-17909,,"Rosenswig, R. M., Pearsall, D. M., Masson, M. A., Culleton, B. J.; Kennett, D. J. (2014). Archaic period settlement and subsistence in the Maya lowlands: new starch grain and lithic data from Freshwater Creek, Belize. Journal of Archaeological Science, 41, 308–321.","Zea mays, Manihot sp., Cucurbita sp."
Isla del Tesoro,-64.64,-14.94,7447,37,8253,D-AMS-032884,,"Lombardo, U., Iriarte, J., Hilbert, L., Ruiz-Pérez, J., Capriles, J. M., & Veit, H. (2020). Early Holocene crop cultivation and landscape modification in Amazonia. Nature, 581(7807), 190–193.","Manihot sp., Calathea sp."
Karain B,30.55,37.067,7420,70,8245,HD-10818,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Belt Cave,53.75,36.75,7395,195,8202,P-19a,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Bashidang,118.50211,30.46869,7326,80,8160,BK-94112,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza
Polyanista- Platoto 1,26.76,43.15,7333,167,8146,,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Togolok,57.95,38.12,7320,100,8130,Bln-719,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
ESPELUCHE-LALO,4.82,44.52,7315,65,8114,AA-32642,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Scamuso,16.89,41.1,7290,110,8109,Gif-6339,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Hajji Firuz,45.5,37,7269,86,8091,P-455,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Steinfurth 2,13.72,48.7,7260,70,8085,UtC-1838,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Wadi Wutayya,58.5017,23.6033,7250,85,8076,Hv-12963,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Obre,18.1,44.18,7240,60,8064,UCLA-1605.I,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Xihe Shandong,110.901375,25.104532,7165,30,7985,BA10681,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001","Oryza, Setaria"
Yarim Tepe I,56.8184,36.7229,7150,90,7967,LE-1086,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Arukhlo 1,44.6944,41.4669,7135,70,7954,TB-300,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Apatin,18.98,45.66,7130,60,7952,GrN-15973,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Medenine - MED0021,10.4061,33.379,7125,45,7951,Pa-2338,MedAfriCarbon (Lucarini et al. 2020),"Lucarini, G., Wilkinson, T., Crema, E. R., Palombini, A., Bevan, A., & Broodbank, C. (2020). The MedAfriCarbon Radiocarbon Database and Web Application. Archaeological Dynamics in Mediterranean Africa, ca. 9600–700 BC. Journal of Open Archaeology Data, 8. https://doi.org/10.5334/joad.60",Neolithic (Africa)
Bavans,6.7,47.46,7130,70,7950,Lv-1415,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Vela Spilja cave,16.73,48.97,7100,283,7933,,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Coxcatlan Cave,-97.149167,18.267222,7100,50,7928,AA-3313,,"Smith, B. D. (2005). Reassessing Coxcatlan Cave and the early history of domesticated plants in Mesoamerica. Proceedings of the National Academy of Sciences, 102 (27), 9438–9445.",Cucurbita sp.
Rendina,16,41,7110,140,7927,LJ-4548,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Galabnik,23.1,42.4,7100,80,7916,Bln-4093,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
Shuiquan Henan,120.48558,22.574923,7064,120,7915,ZK-2345,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Setaria
Kuahuqiao,120.223062,30.142645,7076,155,7905,HL91001,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza
Langweiler,6.43,50.81,7090,135,7904,KN-2695,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
"Sedd Adh-Dhra?a II, 1",44.4017,14.55,7080,140,7895,Beta-90837,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Ras al-Hamra 7,57.2831,23.1206,7065,105,7880,Hv-10926,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Marawah Site 1,53.3336,24.3025,7036,30,7873,Hd-20756,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Dikili Tash,24.25,41,7020,170,7847,Gif-2628,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Gawra,44.4478,36.7797,7002,82,7828,P-1494,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Scaramella,15.68,41.5,7000,100,7826,R-350,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Chagylly,59.5134,37.4426,7000,110,7825,LE-592,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Shum-Laka,10.07,5.85,6980,260,7823,,Russel et al. (2014),"Russell, T., Silva, F., & Steele, J. (2014). Modelling the spread of farming in the Bantu-speaking regions of Africa: an archaeology-based phylogeography. PLoS One, 9(1), e87854.",Bantu
Defensola,16.156,41.8978,6990,80,7818,Utc-1342,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Abri de la Poujade,3.16,44.11,6990,120,7817,MC-1367,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
St. John (Site SPA-11),-60.6167,11.3,6710,25,7812,UGAMS-12306,,"Pagán-Jiménez, J. R., Rodríguez-Ramos, R., Reid, B. A., van den Bel, M., & Hofman, C. L. (2015). Early dispersals of maize and other food plants into the Southern Caribbean and Northeastern South America. Quaternary Science Reviews, 123, 231-246.","Zea mays, Capsicum spp., marantaceae?, Dioscoreaceae?"
Trasano 1,16.6,40.6667,6980,130,7810,TAN-88248,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Arene Candide,8.5,44.5,6980,115,7809,UB-2423,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Tianluoshan,121.384772,30.021952,6949,73,7800,BK2004030,Stevens and Fuller (2017),"Stevens, C. J., & Fuller, D. Q. (2017). The spread of agriculture in eastern Asia. Language Dynamics and Change, 7(2), 152–186. https://doi.org/10.1163/22105832-00702001",Oryza
Torre Sabea,15.1833,40.25,6960,130,7794,,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Haua Fteah,22.0514,32.9002,6965,39,7792,UBA-28873,MedAfriCarbon (Lucarini et al. 2020),"Lucarini, G., Wilkinson, T., Crema, E. R., Palombini, A., Bevan, A., & Broodbank, C. (2020). The MedAfriCarbon Radiocarbon Database and Web Application. Archaeological Dynamics in Mediterranean Africa, ca. 9600–700 BC. Journal of Open Archaeology Data, 8. https://doi.org/10.5334/joad.60",Neolithic (Africa)
Tumba or Veluska,21.36,41.9,6950,120,7786,TX-1785,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Endrod,21.83,47.91,6945,50,7772,GrN-10319,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Vougliameni Limni,23.86,37.9,6940,60,7771,Ly-6946,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Ballymacdermot,-6.38,54.17,6925,95,7764,UB-702,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Piana di Curingia,16.25,38.82,6930,60,7762,P-2946,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Kouphovouno,22.42,37.08,6933,38,7757,OxA-21434,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Hordeum sp.
Le Singlier,1.71,44.68,6915,70,7751,Ly-33,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Aguadulce,-80.6,8.3,,,7746, UCR-3417 ,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Gazel Grotte,2.4,43.29,6905,90,7746,Grn-6702,EUROEVOL (Manning et al. 2016),"Manning, K., Colledge, S., Crema, E. R., Shennan, S., & Timpson, A. (2016). The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset 1: Sites, Phases and Radiocarbon Data. Journal of Open Archaeology Data, 5, e2.",Neolithic
Chateauneuf Les Martig,5.16,43.38,6900,100,7743,MC-2515,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Torre Canne,17.4667,40.85,6900,80,7740,Gif-6725,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Velu?ka IV,20.35,40.9,6913,32,7736,,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
Botma Si Mamar,4.8833,34.3667,6880,100,7726,MC-328,MedAfriCarbon (Lucarini et al. 2020),"Lucarini, G., Wilkinson, T., Crema, E. R., Palombini, A., Bevan, A., & Broodbank, C. (2020). The MedAfriCarbon Radiocarbon Database and Web Application. Archaeological Dynamics in Mediterranean Africa, ca. 9600–700 BC. Journal of Open Archaeology Data, 8. https://doi.org/10.5334/joad.60",Neolithic (Africa)
Azmak,25.76,42.45,6880,100,7726,Bln-203,Pinhasi et al. (2005),"Pinhasi, R., Fort, J., & Ammerman, A. J. (2005). Tracing the origin and spread of agriculture in Europe. PLoS Biology, 3(12), e410.",Neolithic
